MESSAGE	MSGID
Words have no detail phrases	5449
Tset ~p1 ~p2 Auto Translation: ~p3 read, ~p4 translated phrases	5450
Extracted: files ~p1, screens ~p2, reports ~p3, and tables ~p4	5451
MLD entry ~p1 ~p2 ~p3	5452
Number MLD=~p1, Number MLDX=~p2, Number MLDX Fixed=~p3	5453
Set %i18ngo=Yes before running	5454
Number of MLDX created = ~p1	5455
Description modified	5456
Menu ~p1 already processed	5457
I18N Module Found	5458
Not updated	5459
Tset ~p1 Manual Translation: ~p2 normalized, ~p3 detail phrases	5460
Not a valid Tset for translation	5461
Tset ~p1 ~p2	5462
Unable to open ~p1 File	5463
Number of DBTBL records deleted ~p1	5464
Number of I18NV4X records created ~p1	5465
~p1 records updated - ~p2 not referenced ~p3	5466
Translated by best fit method	5467
New Module	5469
Tset ~p1 replaced: ~p2 header, ~p3 detail with ~p4 error(s)	5470
Tset ~p1 not replaced: ~p2 header, ~p3 detail with ~p4 error(s)	5471
Contribution Code invalid for plan	5475
Distribution Code invalid for plan	5476
Amount entered in Int on Pvt Act Bonds exceeds Interest Paid amount	5477
Repost of Rejected Items	5479
Posting began 	5480
Check Paid #~p1	5481
Payment for ~p1  ~p2	5482
~p1 (Reversal)	5483
Menu Number ~p1	5484
Loan Sale ~p1	5485
Account History	5487
Account Inquiry	5488
Review function done	5490
  Skip printing	5497
Enter 'Q' to quit	5498
Invalid printer	5499
pool document	5500
For important information, press HELP and select Function_Help	5502
Already at the Top	5505
   System: ~p1	5506
for ~p1	5507
Accrued at ~p1  %	5509
Fee Category ~p1 - ~p2	5511
Unrecognized Qualifier ~p1	5517
Create new record?	5518
Record not in file	5521
Function ~p1 used for ~p2	5524
Effective-dated file maintenance	5527
Aborted on error ~p1	5528
Invalid File Structure	5531
Collateral Type of Pledged Account must have permanent hold code	5532
Signal sent. May take up to ~p1 seconds for process to stop.	5533
~p1 monitor started	5534
~p1 monitor stopped	5535
~p1 monitor did not start	5536
~p1 monitor did not stop	5537
Use the employee code group functions (EMPG*) to maintain this table	5538
Transaction History Sequence #  	5540
(EC) SRVFEE for Sequence # ~p1	5541
(EC) SRVFEE TYPE ~p1 FEE	5542
Service Fees error	5544
TYPE ~p1 CC ~p2 FEE	5545
Authorized Userclass(es)	5547
Purge complete...~p1 CIF's purged	5550
Checking message linkages. Please wait ...	5555
Message ID (~p1) links to this message. You can not delete this message.	5556
This Message is already in message ID ~p1	5557
This message is already in message ID ~p1, continue?	5558
~p1:Stmt CIF ~p2 (Summary)	5561
~p1:Stmt CIF ~p2 (Detail)	5562
~p1:Stmt CIF ~p2 New (Summary)	5563
~p1:Stmt CIF ~p2 New (Detail)	5564
CIF ~p1 card# ~p2 note# ~p3 created	5567
CIF ~p1 card# ~p2 note# ~p3 modified	5568
CIF ~p1 card# ~p2 note# ~p3 deleted	5569
CIF ~p1 card# ~p2 note# ~p3 purged	5570
CASH OUT	5572
CASH IN	5576
Sequence #	5578
Transaction Sequence #: (1001-~p1)  	5579
Load ~p1 check on printer ~p2	5580
Check number 	5581
Automatic Entry	5583
Manual Entry	5584
 ~p1 in printer ~p2	5585
Disbursement schedule ~p1 not created	5587
Disbursement schedule ~p1 not modified	5588
Disbursement schedule ~p1 not deleted	5589
Disbursement schedule ~p1 created	5590
Disbursement schedule ~p1 modified	5591
Disbursement schedule ~p1 deleted	5592
Disbursement schedule ~p1 copied to ~p2	5593
Disbursement schedule ~p1 not copied	5594
Post Escrow Analysis	5595
CONVERT ~p1 LOANS FROM DEFERRED TO PERMANENT STATUS	5596
CONVERT ~p1 LOANS FROM INTERIM TO PERMANENT STATUS	5597
CONVERT ~p1 LOANS FROM PERMANENT TO DEFERRED STATUS	5598
~p1 pmt; ~p2	5599
Add ~p1 type ~p2	5600
Net Fee ~p1	5601
Next line to print in passbook is: ~p1=>	5603
Insert passbook for account ~p1 in printer	5604
Enter posting date: ~p1 	5605
Enter sequence number 	5607
Zero balance not allowed	5608
~p1 ~p2 Remit to ~p3  	5609
~p1 ~p2 Remit to ~p3  ~p4	5610
Turn to a new page in the passbook!	5611
Turn page and press RETURN 	5612
Error occurred during remote load. Queue #~p1 NOT loaded successfully.	5613
Error occurred during remote load. ~p1 NOT loaded successfully.	5614
INVESTMENT ACCOUNT ~p1 ~p2	5617
Short of Threshold by ~p1	5618
No Escheat query for state of ~p1	5619
Query for ~p1 encountered - invalid state.	5620
Please wait ...	5624
Table List (~p1)	5626
Table ~p1 can not be listed	5627
Payment Due ~p1	5628
System error number ~p1.  Participation account not processed	5629
System error.  Participation account not processed	5630
System error.  Account not processed	5632
MLT queue entries not deleted	5633
File ~p1 is restricted	5634
input must be ""RWD""	5635
This table maintenance is restricted	5638
Mass Index Change (Anticipated)	5639
Mass Index Change (Live)	5640
Account note # ~p1 created	5641
Account note # ~p1 deleted	5642
Account note # ~p1 modified	5643
Expired account note # ~p1 removed	5644
Customer note # ~p1 created	5645
Customer note # ~p1 deleted	5646
Customer note # ~p1 modified	5647
Expired customer note # ~p1 removed	5648
Notes for Account ~p1	5649
Record in File	5651
Record ~p1.  ~p2	5652
Notes for customer ~p1 filed for account	5653
Review ~p1	5654
Teller will be deleted and recreated 	5656
Branch ~p1	5657
Posting Date: ~p1	5658
Teller ~p1 already exists in posting file	5659
There are ~p1 exceptions - please check the exception report.	5662
There is 1 exception - please check the exception report.	5663
Permanent hold Sequence Number ~p1 added	5664
Permanent hold Sequence Number ~p1 deleted	5665
*Stop requested by user ~p1	5666
~p1 for Directory ID ~p2	5667
External Account already exists	5668
External Account Validation Account Number is required	5669
External Account Validation Account Type is required	5670
External Account registration record does not exist	5671
Registered External Account cannot be modified	5672
External Account cannot be modified during registration process	5673
External Account Validation Account Cost Center is required	5674
Application record ~p1 does not exist	5675
~p1 (~p2 of ~p3)	5677
Check hold creation suppressed	5678
IBS Account	5679
PTM Statistics by Network	5680
PTM Statistics by PTS	5681
PTM Statistics by Station	5682
Requesting PH number ~p1 to start	5683
Requesting PH numbers ~p1 - ~p2 to start	5684
~p1 ~p2 PH currently running	5685
~p1 ~p2 PHs currently running	5686
Waiting for an unknown number of responses from TM(s).	5687
Waiting for ~p1 responses from TM(s).	5688
*** Unable to ~p1 mailbox ~p2 to send message to TM ~p3	5689
Message  ~p1	5690
TM ~p1 is not running for this directory ID.	5691
TM ~p1 is running for this directory ID.	5692
Unable to process ~p1 on TM ~p2.  The TM is not running.	5693
PAYMENT	5694
Principal	5695
Interest/Dividend	5696
BALANCE	5697
REDUCTION	5700
~p1 years	5701
~p1 months	5702
~p1 days	5703
Answer:  (portion of ~p1 of ~p2)	5704
Answer:  (~p1 of ~p2)	5705
~p1 Waiting~p2 (~p3 of ~p4 received)        	5706
~p1 of ~p2 received	5707
File complete - ~p1 page(s) for this file	5710
File complete - ~p1 record(s) for this file	5711
~p1 total page(s), ~p2 page(s) for this file written to tape	5713
Use the IO Encoding Exception function (UTBLIOENC0) to maintain this table	5714
Use the Build IO Encoding Exception Runtime Routine function (UTBLIOENC1) to rebuild the runtime routine ^UCIOENCD for encoding exceptions	5715
Invalid - delete other entries before using *	5716
Invalid - delete * entry first	5717
 for PTS ~p1	5721
 for PTS(s) ~p1	5722
 for STN ~p1	5723
 for STN(s) ~p1	5724
Total accounts purged: ~p1	5730
Total accounts to be purged: ~p1	5731
Total records purged: ~p1	5732
Total records to be purged: ~p1	5733
Writing to ~p1 	5734
Table contains data - deleting table deletes the data. Continue?	5735
Internet	5736
Telephone	5737
                   Run From: ~p1	5738
There are no batches tied to this event	5740
WARNING - Conditional job not in this event: Bch ~p1 job ~p2	5741
WARNING - Conditional job not scheduled: Bch ~p1 job ~p2	5742
Resubmission pending ~p1	5743
Enter the number 1 (one) in this field	5747
Three-character entry required	5748
Aborted on dependency error ~p1	5752
Aborted on resubmission failure ~p1	5753
Continuation of the batch will be aborted.	5754
Continuation of the batch will be with the next job.	5755
Directory ~p1, Batch number ~p2, Job number ~p3 has been aborted	5756
Directory ~p1, Batch number ~p2, Job number ~p3 has been resubmitted	5757
rescheduled for ~p1 at ~p2.	5758
Skipped	5761
MUST BE PRIOR TO TODAY	5762
Batch ~p1 restarted at job ~p2	5763
Tickler entry sequence ~p1 added	5764
Tickler entry sequence ~p1 modified	5765
Tickler entry sequence ~p1 deleted	5766
Job has been copied	5769
Job has been moved	5770
Restriction ~p1 added	5774
Restriction ~p1 removed	5775
 From cost center: ~p1	5776
MISC ~p1	5777
Entry must be 0 (for debits) or 1 (for credits)	5786
Entry must be either HOST or REMOTE	5787
Entry must be N, M, or H only	5790
Invalid entry ~p1	5791
Entry must be D for deposits or L for loans	5792
Use the Add-On functions (LNU*) to maintain this table	5793
Use the access authorization function (CTBL004) to maintain this table	5797
Use the Event functions (EVNT*) to maintain this table	5799
Use the Service Fee Plan functions (SRV*) to maintain this table	5800
Use the Int/Div Index functions (IND*) to maintain this table	5801
Use the Customer Investment functions (SDIRACUS*)	5802
Use the Loan Bill Marketing Message Function (LNB*) to maintain this table	5803
Use the Payoff functions (LNEPN*) to maintain this table	5804
Use the Analysis Override functions (LNE0*) to maintain this table	5805
Use the Loan Fee Plan functions (LNFEEP*) to maintain this table	5806
Use the Investor functions (LNG01*) to maintain this table	5807
Use the Payment Path functions (LNPTH*) to maintain this table	5808
Use the Payment Due Action Grid functions (LNPDG*)	5809
Use Late Charge Method functions (LNLC0*) to maintain this table	5810
Use the Loan Seller functions (LNH01*) to maintain this table	5811
Use the Escrow Type functions (LNT00*) to maintain this table	5812
Use the Purge Utility function (PRG001)	5813
Use the Relationship functions (REL0*) to maintain this table	5814
Tfr account ~p1 closed	5816
This sequential number can not be obtained now	5817
0=Routines  2=Screens  5=Reports	5818
Entry must be a number from 0 to 2	5820
Entry must be 0, or letters A to O	5822
Use Statement Processing Function (STM*) to maintain this table	5824
Use the Frequency functions (UFRE*) to maintain this table	5828
Entry must be a number from 1 to 5	5829
Cannot delete 0 (zero).  Required by the system.	5833
Use the bin group functions (BIN*) to maintain this table	5834
Use Coupon Book Vendor functions (LNCB*) to maintain this table	5837
Table is built by CRCDXRF function, and maintained by PROFILE	5841
Use the Default Group functions (UTBLDFT*) to maintain this table	5842
Use the Document functions (UTBLDOC*) to maintain this table	5843
Use Service Fee Plan functions (SRV*)	5846
Use the GT.M functions (GTM*) to maintain this table	5850
Use the Broker functions (SDIRABKR*) to maintain this table	5854
Use the Fund functions (SDIRAID*) to maintain this table	5855
Use Transaction Code functions (SDIRATRN*) to maintain this table	5856
Use the Late Notice functions (LNV00*) to maintain this table	5859
Use the Non-Business Date functions (SCA05*)	5860
Use the System-Generated Restriction functions (OVR0*)	5865
Use the Restriction functions (RFL0*) to maintain this table	5872
Use the Payment Plan functions (LNUB0*) to maintain this table	5873
Use Routing & Transit functions (UTBLHLD*) to maintain this table	5874
Internet	5875
Telephone	5876
Use the Statement Account Query functions (STM021 and STM022)	5879
Use the Statement Summary Query functions (STM019 and STM020)	5880
Use the Statement Account Style functions (STM027 - STM030)	5881
Use the Statement Summary Style functions (STM023 - STM026)	5882
Use the Security Value functions (LNSV0*) to maintain this table	5883
Use the Terminal Function Keys Definition function (SCA013)	5884
Use the access authorization function (UTBL004) to maintain this table	5886
Set zero level entry first	5888
Extract Profile Database Phrases	5894
Create and Update I18N Module Definitions	5895
Create I18NMODX Entries	5896
Delete I18NMODX Entries	5897
Manual Translation of Tset	5898
Create Translation Set	5899
Display Translation Set	5900
Delete Translation Set	5901
Delete V4X Flags from DBTBL	5902
Deletes all V4X Flags from DBTBL	5903
Create I18NV4X	5904
Note: This contains all V4X flags that are to be set in DBTBL	5905
Load flags from ^I18NV4X to ^DBTBL	5906
Note: I18NV4X contains all V4X flags that are to be automatically set in DBTBL	5907
Account ~p1 sequence ~p2	5911
Error type  ~p1 Not logged	5913
MLD Userclass flag set. Cannot add translations.	5914
Prompts must end with a colon (:)	5915
Must have the same number of variables as original phrase	5916
Must have identical <<words>>	5917
Automatic Translation of Tset	5918
Valid For Extraction (V4X) Flag File Prompts	5919
Valid For Extraction (V4X) Flag Default Setting Utility	5920
Valid For Extraction (V4X) Flag Field Prompts	5921
RMS file dump - page ~p1	5922
TAPE file dump - page ~p1	5923
~p1 records read from RMS	5924
~p1 records read from tape	5925
~p1 ~p2By: ~p3	5928
Inconsistent posting branch code	5929
System error number ~p1.  Account not processed	5930
Invalid Wash Account	5931
 - ~p1 Entries for ~p2	5932
Replace Translation Set Phrases	5933
PENALTY	5937
~p1 records processed at ~p2	5939
Plan 	5940
Transaction note has not been created	5941
Transaction note has not been modified	5942
Transaction note has been modified	5943
Transaction note has been created	5944
Authorization ~p1 created	5945
Authorization ~p1 deleted	5946
Authorization ~p1 modified	5947
Authorization ~p1 not created	5948
Authorization ~p1 not deleted	5949
Authorization ~p1 not modified	5950
Effective Date: ~p1	5951
End of page ~p1 Summary. Select option: 	5952
End of year ~p1 Summary. Select option: 	5953
YEAR ~p1	5954
Accounts not reset	5956
Account ~p1 not reset	5957
Process Complete. ~p1 exceptions.	5958
Analysis for account ~p1 not created	5959
Valid postal code ranges for ~p1 are ~p2, ~p3, and ~p4	5960
Number of postal code ranges for State ~p is greater than three	5961
State of ~p does not exist in the Country Codes and State/Province Codes system table	5962
Old Group: ~p1	5967
~p1 in Pool ~p2	5968
Removed Loan ~p1,~p2 From ~p3	5969
Invalid detail record (record # ~p1)	5971
Invalid record type (record # ~p1)	5972
~p1 Payment orders for ~p2 created	5980
~p1 Payment orders for ~p2 not created	5981
~p1 Collection orders for ~p2 created	5982
~p1 Collection orders for ~p2 not created	5983
~p1 for account ~p2 created	5986
~p1 for account ~p2 not created	5987
~p1 for account ~p2 modified	5988
~p1 for account ~p2 not modified	5989
~p1 for account ~p2 deleted	5990
~p1 for account ~p2 not deleted	5991
~p1 for account ~p2 done	5992
~p1 for account ~p2 not done	5993
Batch already posted	5994
No batches in this file	5995
No entries in ^TTX to reject	5996
Use function TTXCLR to clear flag - Bad Batch	5997
Warning! Only TTXSRTUID Level exists.	5998
No entries in ^TTXSRT to reject	5999
Warning! Already rejected.	6000
Posting in process for this batch	6001
Use function TTXBREJ to delete Rejected Batches	6002
Postal Code:	6009
   State	6012
   Zip Code:	6015
Stop payment has been placed on check #~p1	6016
Stop payment has been placed on check amount(s) 	6017
Summary Stmt	6018
Exclude from Group	6019
Print check on-line	6022
Print check at end of day (batch)	6023
Do not print check - printed manually	6024
Not tied to a check printer	6025
Check number to be assigned by system	6026
Manual Posting	6027
End-of-day Queue Posting	6028
Beginning-of-day Queue Posting	6029
Account within Branch of Origin Order	6030
 Postal Code:	6031
Multi-currency processing not enabled	6033
Invalid Data-Qwik File	6034
Invalid Index Name	6035
There is no *.EXE file currently in ~p1	6036
    State:	6037
    ZIP Code:	6038
Date must be today or future	6047
Invalid conversion account number	6049
Account ~p1 is closed	6050
Int/Div transfer account required	6051
Must use account of the same currency (~p1)	6052
float hold	6053
Detailed statement	6055
Fixed Amount	6058
Must use either customer account or G/L account	6059
Expiration date must be business day.	6062
Effective date greater than Expiration date.	6063
Amount remaining: ~p1	6065
Modify payment messages?	6066
Invalid Inquiry option ~p1.	6067
Invalid transaction amount	6070
History Sequence Number must be entered	6071
POCVAL status is ~p1	6072
Add Master Language Dictionary Entry	6073
Modify Master Language Dictionary Entry	6074
Delete Master Language Dictionary Entry	6075
Create new MLD Source/Target Entry	6076
Create new MLD Target Entry for ~p1	6077
~p1 is not in MLD	6078
~p1 phrase(s) found	6079
Delete MLD Target Entry for ~p1	6080
File definition is not a valid phrase context.	6089
Could not find Screen ~p1	6090
Could not find Report ~p1	6091
Table definition is not a valid phrase context.	6092
Word Tsets can not be a subset of other tsets.	6093
*** Teaser in Effect 	6095
~p1- Expires on ~p2 	6096
Debits do not match Credits. Debits:~p1  Credits:~p2	6100
Enter 'G' for General Ledger account or 'A' for IBS account	6101
This G/L account can only accept base currency transactions	6103
No account selected.	6104
Invalid IBS account.	6105
Account Defined as a ~p1 account	6106
This account is scheduled to close on ~p1	6108
ENTER A POSITIVE NUMBER	6109
Enter DR (Debit) or CR (Credit)	6110
 TOTAL DEBITS: ~p1  TOTAL CREDITS: ~p2	6111
~p1 (BALANCED)	6112
Screen is out of balance- Dist:~p1   Base Amt:~p2	6113
Trader not defined.	6114
NO NAME	6115
Enter 'B' for buy or 'S' for sell	6116
Enter a positive Exchange Rate	6118
Exchange rate value is below minimum for currency.	6119
Exchange rate value is above maximum for currency.	6120
Enter 'M' for multiply or 'D' for divide	6121
Invalid Entry. Enter <M> or <D>	6122
Invalid Exchange Calculation (~p1 BASE)...	6123
G/L account can only accept base currency transactions	6125
Account is scheduled to close on ~p1.	6127
Account was scheduled to close on ~p1.	6128
Account does not match currency	6129
Distribution Account cannot be the same as the payment account.	6132
This account was scheduled to close on:~p1.	6133
This account denominated in ~p1.  Must match base.	6134
Base Amount: ~p1   Base Distribution: ~p2	6137
Must enter at least one distribution account.	6139
Missing Amount on first distribution entry.	6140
Missing Debit/Credit indicator	6141
Kite Suspect Identification Conditions	6142
At least one transaction must be in screen base currency	6158
PAYEE REQUIRED	6159
End Date must be greater than Start Date	6160
Run procedure OVRINI to load the OVRLIT table	6161
Debits 	6163
Increase 	6164
Credits 	6165
Decrease 	6166
Customer ~p1 does not exist	6167
Required minimum of ~p1 customer(s) not satisfied for role code ~p2	6168
Maximum of ~p1 customer(s) exceeded for role code ~p2	6169
Invalid role code for customer(s) ~p1	6170
Invalid relationship code ~p1	6171
Account ~p1/Customer ~p2 relationship does not exist	6172
ACN.CID not equal to RELCIF.CID	6173
Missing required field ~p1	6174
Investment account must be same currency as sweep account	6175
 Province:	6176
CONTINUE WITH NEXT JOB	6177
ABORT BATCH	6178
Day-end processing is scheduled to run 0 (zero) more times.	6187
CASH OVER	6190
CASH SHORT	6191
CASH IN BALANCE	6192
CIF entry on this screen will disallow ~p1	6195
Available balance calculation option not valid for Reg CC account	6196
Cap Int Due	6197
Do not prompt for check number	6201
Prompt for and require check number	6202
Prompt for but do not require check number	6203
Account Order	6218
Routine Listing for ~p1	6224
Account Number ~p1	6228
Account Balance ~p1	6229
Last Transaction Date~p1 ~p2	6230
Passbook Balance~p1	6231
Unposted int/div ~p1	6232
Escrow balance ~p1	6236
Reason:  ~p1	6244
Payee:  ~p1	6245
Target Menu	6252
Day-end processing is scheduled to run ~p1 more times.	6269
Day-end processing is scheduled to run ~p1 more time.	6270
The following authorization will be added:	6271
The following authorization will be deleted:	6272
Int/Div rate	6285
Available Balance	6286
Whole loan account number 	6287
Loan account number	6288
Cost Center ~p1	6290
Error Correct	6294
     NO DELINQUENCIES	6301
~p1  Enclosed Items	6303
Report Totals	6304
Totals - Type ~p1	6307
Running Totals - ~p1	6308
Group ~p1  Product Type ~p2	6309
Retirement/Savings plan account summary report - account owners' age as of ~p1	6312
FDIC LOAN SUMMARY (SOLD)	6315
FDIC LOAN SUMMARY (GROSS)	6316
FDIC LOAN SUMMARY (NET)	6317
1-4 FAMILY RESIDENTIAL:	6318
OTHER REAL ESTATE SECURED:	6319
     FIXED RATE	6320
     VARIABLE RATE	6321
ALL OTHER LOANS	6322
PRIMARY ACCOUNTS	6324
SECONDARY ACCOUNTS	6325
Current Dormant	6327
Current Escheat	6328
Projected Escheat 	6329
Projected Dormant	6330
 TOTALS	6339
No description	6343
SELLER CODE ~p1  POOL NUMBER ~p2	6345
Running Totals - Pool ~p1	6346
Totals - Pool ~p1	6347
Others not shown	6348
Beneficiary of ~p1	6349
Fixed or variable rate loan only	6351
Start date must be a Tuesday	6352
Read Only	6357
  AND OVER	6362
Coupon book not produced.	6363
No dates have been entered	6365
REGULAR	6366
U.S. SAVINGS BONDS	6367
OTHER BONDS	6368
TOTALS	6369
                        From Check Number : ~p1	6370
                        Thru Check Number : ~p1	6371
                    Starting Check Number : ~p1	6372
     There is an existing Check Bump Process which did not file	6373
     to completion. Please file screen to complete the process.	6374
Range to be Bumped	6375
Range to be Created	6376
~p1 bumped to ~p2	6377
Direct Charge	6379
Assess on Analysis	6380
Offset Earnings	6381
1st Analysis	6382
Excess ~p1 Balance	6383
Additional ~p1 Balance Required	6384
to Min	6385
to Max	6386
 ** Variance between current calculation	6390
~p1 of ~p2	6395
NO VALID CONTRIBUTING ACCOUNTS FOUND	6396
     NO HISTORY FOR THIS ACCOUNT	6397
     NO HISTORY FOR THIS ACCOUNT IN ~p1	6398
~p1 - ALL	6402
History exists beyond A/C's next HIST seq #~p1	6403
ESCROW ACCOUNTS	6404
LOAN ACCOUNTS	6405
~p1ESCROW 	6406
  through ~p1	6407
 and prior earning allowance calculation of ~p1	6408
Is the form aligned properly?	6409
INVESTOR:  ~p1 ~p2 TOTALS	6410
  POOL:  ~p1	6411
Misc Charge	6412
Variable int/div calculation reset errors	6413
Payment Change Calculation Reset Errors	6414
 Notes for Customer: 	6416
Not on File	6417
*** Portfolio limits by officer (~p1) differ from total portfolio limit by ~p2	6418
*** Sum of officer percentages (~p1%) does not equal 100%	6419
  - Due	6421
  - Add	6422
- Debit	6423
CIF order	6424
TAXID order	6425
Name order	6426
  Not calculated	6432
CIF Officer ~p1 - ~p2	6435
None Defined	6436
~p1 Totals, Customer # ~p2	6451
DATE AUTOMATICALLY PLACED: 	6453
Date removed from non-accrual 	6454
Date removed from automatic non-accrual	6455
Date manually placed in non-accrual:	6456
DEPOSIT Accounts	6458
Check Payee 	6463
Placed By ~p1	6464
Company ID:  	6467
No File Involved	6468
Library: ~p1     File: ~p2	6469
No Rate Defined	6472
Function Order	6473
Userclass Order	6474
Loan renegotiation	6475
 PRODUCT RATIOS (BASED ON ~p1 CUSTOMER~p2 OWNING TYPE ~p3) 	6476
Current statement period	6478
Prior statement period	6479
 PRODUCT RATIOS (BASED ON ~p1 HOUSEHOLD~p2 OWNING TYPE ~p3) 	6480
NONE FOUND	6483
Missing TIN w/o BWH	6484
Missing TIN with BWH	6485
Incorrect TIN w/o BWH	6486
Incorrect TIN with BWH	6487
No Description Found	6488
~p1 - File Spec	6489
Conversion Flag: ~p1 - ~p2.	6490
Outstanding Balance	6499
  Sold (Purchased)	6500
Zero Premium Amount	6501
Entered in batch as Sequence Number ~p1	6502
Exception Item - not Entered in Batch	6503
No address found	6504
THIS INFORMATION IS BEING FURNISHED TO THE INTERNAL REVENUE SERVICE	6506
NO ACTIVITY	6508
Accounts successfully transferred.	6511
Processing complete. The following accounts not requested for transfer:	6512
Int/Div bearing transaction (Now/Super-Now)	6525
Money Market Deposit Acct (MMDA)	6526
Fixed Rate, Fixed Term Certificates	6527
  By Balance and Original Maturity	6528
       Up To 1 Month	6537
Fixed Maturity Accounts	6552
  Fixed Rate	6553
     Original Maturity 0 Months Through 6 Months	6554
CHECK DELETED	6555
Issue Information	6556
Void Information	6557
ARSEOD Error	6558
Account Reconciliation	6559
Error Corrected	6560
Load forms and press RETURN to test alignment	6562
Return Address Information	6567
Run Option ~p1 - ~p2	6568
Accrual Routine Processing Error	6569
Cost Center undefined	6573
G/L set code undefined	6574
Accrual Test Utility	6576
Ending time must be after the start time	6581
ARS Checks Issued Report	6583
ARS Checks Voided Report	6584
ARS Checks Paid Report	6585
Compile function BTTPP	6587
Name Exists - Delete it	6589
~p1 - Invalid Check Type	6591
 by creating cash flow projections for all accounts	6592
 This function will initialize the cash flow database	6593
currently residing in PROFILE.	6594
Enter Y to continue.	6595
Bump Check Range for Type ~p1, G/L Account ~p2	6603
Check Type: ~p1	6606
CRT Device: ~p1	6607
Tie CRT to Check Device	6608
(EC)-Already Cleared	6609
(EC)-Check doesn't exist	6610
(EC)-Duplicate Void	6611
Back-office check or non check transaction	6612
Check type conflict	6613
Duplicate Item	6614
END-OF-DAY CHECK PROCESSING	6615
Enter date to process check register 	6616
Inclear-already cleared	6617
Inclear-already voided	6618
Inclear-check does not exist	6619
Processing, please wait	6621
Reverse-already cleared	6622
Reverse-check doesn't exist	6623
Reverse-Duplicate Void	6624
Wrong Check	6625
Check/float hold removal	6629
     Original Maturity 6 Months Through 1 Year	6631
     Original Maturity 1 Year   Through 3 Years	6632
     Original Maturity Over 3 Years	6633
  Variable Rate (All Maturities)	6634
  Balances Less Than $80,000	6635
Balances From $~p1 To $~p2	6636
     Certificates With Original Maturities	6638
       Of 3 Months Or Less	6639
     Non-Certificates and Certificates With	6640
       Original Maturities Greater Than 3 Months	6641
Check hold removal. Clear date: ~p1	6647
Account not updated	6652
Amount fields do not match	6653
Branch code not defined	6654
External transaction code not defined	6655
HIST file does not match DTJ file	6656
Internal transaction code not defined	6657
Multiple pointers to TTX file	6658
No corresponding DMJ file entry	6659
No corresponding DTJ file entry	6660
No corresponding HIST file entry	6661
No corresponding TTX file entry	6662
Transaction sequence number not defined	6667
User ID number not defined	6668
Warning - int/div not disbursed by check	6672
~p1 Batch Summary	6673
Last print job for check type ~p1 incomplete, last account processed ~p2	6674
Not printed	6675
Partially printed	6676
Delinquent Loans	6679
Less than From Date	6680
Processing on FEP	6681
Posting Store-and-Forward	6682
Comparing FEP to Host TTX	6683
Save ~p1 to tape	6684
Comment: ~p1	6690
Account Level	6691
TTL Level	6692
G/L Set Code Level	6693
Product Type Level	6694
Enter check number to reverse: 	6697
Delete stop pmt - 	6700
Place stop pmt - 	6701
stop pmt  	6702
Check hold ~p1	6704
Float hold ~p1	6705
               To Print Exception Report on	6706
**Check ~p1 not processed	6708
~p1 not created	6709
~p1 not modified	6710
~p1 not deleted	6711
~p1 created	6712
~p1 modified	6713
Change Check Status to Cleared	6714
Change Check Status to Outstanding	6715
Change Check Status to Void	6716
     Please be sure that this is the actual situation.	6718
     The original check number will then be valid for use.	6719
     This function will modify a check number to a new unused check number.	6720
Customer Comparative Balance Sheet	6721
   To: Null	6725
   To: ~p1	6726
 From: Null	6727
 From: ~p1	6728
  Head # ~p1	6734
Household data for ~p1 not modified	6735
Household type ~p1	6736
CIF History Purge Verification	6737
CONTINUING AT THIS POINT WILL PURGE CIF HISTORY	6738
CUSTOMER INFORMATION	6739
Data will be archived in the RMS file ~p1	6740
History purge for CIF type ~p1 to cutoff date ~p2	6741
Sequence ~p1	6742
Deleted (Summary)	6743
~p1 Member ~p2	6744
~p1 above valid maximum ~p2	6745
~p1 below valid minimum ~p2	6746
System error #~p1, contact system manager	6747
Earnings adjustment	6748
Invalid int/div check - next date	6750
Invalid int/div check production frequency	6751
TYPE ~p1 CC ~p2	6752
Type ~p1 CC ~p2 int/div adj	6753
Default values exist from a previous anticipated run	6768
Balance Tier Added.	6771
Balance Tier Removed.	6772
Balance Tier Replaced.	6773
RATE/INDEX Added.	6774
RATE/INDEX Changed.	6775
RATE/INDEX Removed.	6776
Tier ~p1 R/I Added.	6777
Tier ~p1 R/I Changed.	6778
Tier ~p1 R/I Removed.	6779
Default Values Exist From Earlier Anticipated Run	6780
~p1 modified effective ~p2	6781
Not Valid for Index Type ~p1	6782
Hold expiration date is prior to system date	6784
Invalid Information on Account Node	6785
Invalid operation for DBDs	6786
No Account Number Specified	6787
No Amount Specified	6788
No Expiration Date Specified	6789
No Hold Option Specified	6790
No Start Date Specified	6791
Operation valid only for deposits	6792
SET UP NEW CIF	6793
Abort Process	6794
SET UP NEW ACCOUNT	6795
Interest/Dividend check	6796
~p1 not submitted	6799
~p1 submitted	6800
 Running in TEST MODE 	6806
Today's system date:  ~p1	6810
Sign-off ~p1	6812
Sign-on ~p1	6813
Account Name	6814
CIF Name	6815
TIN/SIN	6817
Byte count: ~p1	6818
Errors: ~p1	6819
Process shutdown: ~p1 type ~p2, account ~p3	6820
Record count: ~p1	6821
Total accts: ~p1, records: ~p2	6822
Membership Number	6823
Cannot delete. Transaction code ~p1 uses bin group ~p2.	6840
Anticipated Earnings Checks	6842
Collected Balance (default)	6843
Net Fee Income	6844
Dealer	6845
Insurance	6846
